field_name,source_file,source_sha256,line_start,line_end,initial_value,update_condition,serialized_value,semantic_status,notes
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_sota_worker.py,46250ffc32305482fcb7daa72a6a718c999f8176a374e2cd4f24244e784861d6,65,69,UNKNOWN,"65: for idx, job in enumerate(jobs):\n66:     out_dir = job['output_dir']\n67:     ep_path = os.path.join(out_dir, 'episode_summary.json')\n68:     # Overwrite protection: validated skip if completed with matching provenance\n69:     if os.path.exists(ep_path):",episode_summary,FIELD_SERIALIZATION,"    ep_path = os.path.join(out_dir, 'episode_summary.json')"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_sota_worker.py,46250ffc32305482fcb7daa72a6a718c999f8176a374e2cd4f24244e784861d6,83,87,UNKNOWN,"83:                 continue\n84:         except Exception:\n85:             print('[FAIL] {} — cannot read existing episode_summary'.format(job.get('job_key', '?')))\n86:             failed_jobs.append({""job_key"": job.get('job_key', '?'), ""exit_code"": -3,\n87:                                 ""output_dir"": out_dir, ""elapsed_s"": 0, ""reason"": ""unreadable_artifact""})",episode_summary,FIELD_SERIALIZATION,"            print('[FAIL] {} — cannot read existing episode_summary'.format(job.get('job_key', '?')))"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,1,4,UNKNOWN,1: GPU 0: 18 jobs\n2: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d1_p0_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d1_p1_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d2_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f01_s0_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,1,5,UNKNOWN,1: GPU 0: 18 jobs\n2: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d1_p0_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d1_p1_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d2_p2_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s1_d1_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,2,6,UNKNOWN,2: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d1_p0_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d1_p1_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d2_p2_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p1_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d3_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s0_d2_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,3,7,UNKNOWN,3: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d1_p1_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d2_p2_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p1_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d3_p2_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,4,8,UNKNOWN,4: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d2_p2_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p1_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d3_p2_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p1_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f08_s0_d3_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,5,9,UNKNOWN,5: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p1_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d3_p2_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p1_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p2_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,6,10,UNKNOWN,6: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d3_p2_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p1_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p2_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p1_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,7,11,UNKNOWN,7: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p1_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p2_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p1_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p2_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,8,12,UNKNOWN,8: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p2_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p1_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p2_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p1_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d2_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,9,13,UNKNOWN,9: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p1_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p2_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p1_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d2_p2_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d1_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,10,14,UNKNOWN,10: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p2_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p1_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d2_p2_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d1_p0_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d3_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s1_d2_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,11,15,UNKNOWN,11: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p1_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d2_p2_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d1_p0_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d3_p2_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d2_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s1_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,12,16,UNKNOWN,12: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d2_p2_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d1_p0_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d3_p2_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d2_p0_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d1_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s3_d3_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,13,17,UNKNOWN,13: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d1_p0_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d3_p2_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d2_p0_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d1_p1_CLEAN already has episode_summary.json\n17: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f08_s2_d2_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,14,18,UNKNOWN,14: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d3_p2_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d2_p0_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d1_p1_CLEAN already has episode_summary.json\n17: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p2_CLEAN already has episode_summary.json\n18: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d2_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s3_d1_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,15,19,UNKNOWN,15: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d2_p0_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d1_p1_CLEAN already has episode_summary.json\n17: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p2_CLEAN already has episode_summary.json\n18: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d2_p0_CLEAN already has episode_summary.json\n19: [SKIP] RANDOM_TIME::vis_formal_f07_s1_d1_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,16,20,UNKNOWN,"16: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d1_p1_CLEAN already has episode_summary.json\n17: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p2_CLEAN already has episode_summary.json\n18: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d2_p0_CLEAN already has episode_summary.json\n19: [SKIP] RANDOM_TIME::vis_formal_f07_s1_d1_p1_CLEAN already has episode_summary.json\n20: GPU 0 DONE: 18 jobs in 0s, 0 FAILED",episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s1_d2_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu0_retry.log,fb827d0ad3e703a6ea1537d9f702941c3eac842c0edc2b1c2a5b05587a0b6da8,17,20,UNKNOWN,"17: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d2_p2_CLEAN already has episode_summary.json\n18: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d2_p0_CLEAN already has episode_summary.json\n19: [SKIP] RANDOM_TIME::vis_formal_f07_s1_d1_p1_CLEAN already has episode_summary.json\n20: GPU 0 DONE: 18 jobs in 0s, 0 FAILED",episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f07_s1_d1_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu1_retry.log,79cedb7fb28cb4af0f30608abec0f21d1de06bc49271512865f12d5fd37feb2f,1,4,UNKNOWN,1: GPU 1: 18 jobs\n2: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d3_p2_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f05_s4_d1_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d2_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f01_s0_d3_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu1_retry.log,79cedb7fb28cb4af0f30608abec0f21d1de06bc49271512865f12d5fd37feb2f,1,5,UNKNOWN,1: GPU 1: 18 jobs\n2: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d3_p2_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f05_s4_d1_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d2_p1_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f05_s4_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu1_retry.log,79cedb7fb28cb4af0f30608abec0f21d1de06bc49271512865f12d5fd37feb2f,2,6,UNKNOWN,2: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d3_p2_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f05_s4_d1_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d2_p1_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p0_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s1_d2_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu1_retry.log,79cedb7fb28cb4af0f30608abec0f21d1de06bc49271512865f12d5fd37feb2f,3,7,UNKNOWN,3: [SKIP] RANDOM_TIME::vis_formal_f05_s4_d1_p0_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d2_p1_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p0_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p1_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu1_retry.log,79cedb7fb28cb4af0f30608abec0f21d1de06bc49271512865f12d5fd37feb2f,4,8,UNKNOWN,4: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d2_p1_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p0_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p1_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p0_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu1_retry.log,79cedb7fb28cb4af0f30608abec0f21d1de06bc49271512865f12d5fd37feb2f,5,9,UNKNOWN,5: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d2_p0_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p1_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p0_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p1_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu1_retry.log,79cedb7fb28cb4af0f30608abec0f21d1de06bc49271512865f12d5fd37feb2f,6,10,UNKNOWN,6: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d3_p1_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p0_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p1_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p0_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu1_retry.log,79cedb7fb28cb4af0f30608abec0f21d1de06bc49271512865f12d5fd37feb2f,7,11,UNKNOWN,7: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d3_p0_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p1_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p0_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p1_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d2_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu1_retry.log,79cedb7fb28cb4af0f30608abec0f21d1de06bc49271512865f12d5fd37feb2f,8,12,UNKNOWN,8: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d1_p1_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p0_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p1_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d2_p0_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu1_retry.log,79cedb7fb28cb4af0f30608abec0f21d1de06bc49271512865f12d5fd37feb2f,9,13,UNKNOWN,9: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d1_p0_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p1_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d2_p0_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p1_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f01_s2_d2_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu1_retry.log,79cedb7fb28cb4af0f30608abec0f21d1de06bc49271512865f12d5fd37feb2f,10,14,UNKNOWN,10: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d3_p1_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d2_p0_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p1_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu1_retry.log,79cedb7fb28cb4af0f30608abec0f21d1de06bc49271512865f12d5fd37feb2f,11,15,UNKNOWN,11: [SKIP] RANDOM_TIME::vis_formal_f01_s2_d2_p0_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p1_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p1_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu1_retry.log,79cedb7fb28cb4af0f30608abec0f21d1de06bc49271512865f12d5fd37feb2f,12,16,UNKNOWN,12: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d1_p1_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f09_s1_d3_p2_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p1_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d1_p2_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d1_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p1_CLEAN already has episode_summary.json
