trace_id,task_key,state_id,seed,provenance_pass,field_validity_pass,open_convention_pass,remap_pass,grasp_privilege_valid,teacher_p_available,teacher_p_step,teacher_r_step,n_close_candidates,category,failure_detail
trace_orange_juice_s37_w0_10_s20d_clean_seed0_job330308,orange_juice,37,0,True,True,True,True,True,True,134,11,15,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s38_w0_10_s20d_clean_seed0_job330309,orange_juice,38,0,True,True,True,True,True,False,-1,97,10,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_orange_juice_s39_w0_10_s20d_clean_seed0_job330310,orange_juice,39,0,True,True,True,True,True,True,43,43,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_orange_juice_s40_w0_10_s20d_clean_seed0_job330311,orange_juice,40,0,True,True,True,True,True,True,61,61,7,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s41_w0_10_s20d_clean_seed0_job330312,orange_juice,41,0,True,True,True,True,True,True,57,57,3,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s42_w0_10_s20d_clean_seed0_job330313,orange_juice,42,0,True,True,True,True,True,False,-1,-1,0,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_orange_juice_s43_w0_10_s20d_clean_seed0_job330314,orange_juice,43,0,True,True,True,True,True,True,66,66,3,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s44_w0_10_s20d_clean_seed0_job330315,orange_juice,44,0,True,True,True,True,True,True,56,56,2,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s45_w0_10_s20d_clean_seed0_job330316,orange_juice,45,0,True,True,True,True,True,True,36,36,2,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s46_w0_10_s20d_clean_seed0_job330317,orange_juice,46,0,True,True,True,True,True,True,51,48,5,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s47_w0_10_s20d_clean_seed0_job330318,orange_juice,47,0,True,True,True,True,True,True,54,54,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_orange_juice_s48_w0_10_s20d_clean_seed0_job330319,orange_juice,48,0,True,True,True,True,True,True,62,56,3,ELIGIBLE_MULTI_CANDIDATE,
trace_orange_juice_s49_w0_10_s20d_clean_seed0_job330320,orange_juice,49,0,True,True,True,True,True,True,61,61,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_salad_dressing_s10_w0_10_s20d_clean_seed0_job330321,salad_dressing,10,0,True,True,True,True,True,True,46,46,3,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s11_w0_10_s20d_clean_seed0_job330322,salad_dressing,11,0,True,True,True,True,True,True,59,59,3,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s12_w0_10_s20d_clean_seed0_job330323,salad_dressing,12,0,True,True,True,True,True,True,61,55,3,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s13_w0_10_s20d_clean_seed0_job330324,salad_dressing,13,0,True,True,True,True,True,True,46,46,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_salad_dressing_s14_w0_10_s20d_clean_seed0_job330325,salad_dressing,14,0,True,True,True,True,True,True,63,63,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_salad_dressing_s15_w0_10_s20d_clean_seed0_job330326,salad_dressing,15,0,True,True,True,True,True,True,58,58,2,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s16_w0_10_s20d_clean_seed0_job330327,salad_dressing,16,0,True,True,True,True,True,True,50,50,2,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s17_w0_10_s20d_clean_seed0_job330328,salad_dressing,17,0,True,True,True,True,True,True,49,49,2,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s18_w0_10_s20d_clean_seed0_job330329,salad_dressing,18,0,True,True,True,True,True,False,-1,112,16,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_salad_dressing_s19_w0_10_s20d_clean_seed0_job330330,salad_dressing,19,0,True,True,True,True,True,True,52,52,3,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s21_w0_10_s20d_clean_seed0_job330332,salad_dressing,21,0,True,True,True,True,True,True,218,48,18,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s23_w0_10_s20d_clean_seed0_job330334,salad_dressing,23,0,True,True,True,True,True,True,69,67,3,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s24_w0_10_s20d_clean_seed0_job330335,salad_dressing,24,0,True,True,True,True,True,True,161,81,11,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s25_w0_10_s20d_clean_seed0_job330336,salad_dressing,25,0,True,True,True,True,True,True,48,48,2,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s26_w0_10_s20d_clean_seed0_job330337,salad_dressing,26,0,True,True,True,True,True,True,44,44,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_salad_dressing_s27_w0_10_s20d_clean_seed0_job330338,salad_dressing,27,0,True,True,True,True,True,False,-1,59,3,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_salad_dressing_s28_w0_10_s20d_clean_seed0_job330339,salad_dressing,28,0,True,True,True,True,True,True,153,84,19,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s29_w0_10_s20d_clean_seed0_job330340,salad_dressing,29,0,True,True,True,True,True,True,57,57,2,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s30_w0_10_s20d_clean_seed0_job330341,salad_dressing,30,0,True,True,True,True,True,True,39,32,3,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s31_w0_10_s20d_clean_seed0_job330342,salad_dressing,31,0,True,True,True,True,True,True,105,66,4,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s32_w0_10_s20d_clean_seed0_job330343,salad_dressing,32,0,True,True,True,True,True,False,-1,67,29,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_salad_dressing_s33_w0_10_s20d_clean_seed0_job330344,salad_dressing,33,0,True,True,True,True,True,True,59,59,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_salad_dressing_s34_w0_10_s20d_clean_seed0_job330345,salad_dressing,34,0,True,True,True,True,True,True,121,121,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_salad_dressing_s37_w0_10_s20d_clean_seed0_job330348,salad_dressing,37,0,True,True,True,True,True,True,56,56,2,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s38_w0_10_s20d_clean_seed0_job330349,salad_dressing,38,0,True,True,True,True,True,True,64,64,3,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s39_w0_10_s20d_clean_seed0_job330350,salad_dressing,39,0,True,True,True,True,True,False,-1,58,3,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_salad_dressing_s40_w0_10_s20d_clean_seed0_job330351,salad_dressing,40,0,True,True,True,True,True,True,50,46,3,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s41_w0_10_s20d_clean_seed0_job330352,salad_dressing,41,0,True,True,True,True,True,True,47,47,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_salad_dressing_s42_w0_10_s20d_clean_seed0_job330353,salad_dressing,42,0,True,True,True,True,True,False,-1,68,8,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_salad_dressing_s43_w0_10_s20d_clean_seed0_job330354,salad_dressing,43,0,True,True,True,True,True,True,54,51,3,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s44_w0_10_s20d_clean_seed0_job330355,salad_dressing,44,0,True,True,True,True,True,True,68,68,3,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s45_w0_10_s20d_clean_seed0_job330356,salad_dressing,45,0,True,True,True,True,True,False,-1,52,22,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_salad_dressing_s46_w0_10_s20d_clean_seed0_job330357,salad_dressing,46,0,True,True,True,True,True,True,69,69,2,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s48_w0_10_s20d_clean_seed0_job330359,salad_dressing,48,0,True,True,True,True,True,True,68,68,2,ELIGIBLE_MULTI_CANDIDATE,
trace_salad_dressing_s49_w0_10_s20d_clean_seed0_job330360,salad_dressing,49,0,True,True,True,True,True,True,69,69,1,ELIGIBLE_SINGLE_CANDIDATE,
trace_tomato_sauce_s10_w0_10_s20d_clean_seed0_job330361,tomato_sauce,10,0,True,True,True,True,True,True,54,54,3,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s11_w0_10_s20d_clean_seed0_job330362,tomato_sauce,11,0,True,True,True,True,True,True,56,56,2,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s12_w0_10_s20d_clean_seed0_job330363,tomato_sauce,12,0,True,True,True,True,True,True,68,68,9,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s13_w0_10_s20d_clean_seed0_job330364,tomato_sauce,13,0,True,True,True,True,True,True,70,70,4,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s14_w0_10_s20d_clean_seed0_job330365,tomato_sauce,14,0,True,True,True,True,True,False,-1,3,33,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_tomato_sauce_s15_w0_10_s20d_clean_seed0_job330366,tomato_sauce,15,0,True,True,True,True,True,True,169,56,27,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s16_w0_10_s20d_clean_seed0_job330367,tomato_sauce,16,0,True,True,True,True,True,False,-1,129,23,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_tomato_sauce_s17_w0_10_s20d_clean_seed0_job330368,tomato_sauce,17,0,True,True,True,True,True,False,-1,4,3,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_tomato_sauce_s18_w0_10_s20d_clean_seed0_job330369,tomato_sauce,18,0,True,True,True,True,True,True,70,70,9,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s19_w0_10_s20d_clean_seed0_job330370,tomato_sauce,19,0,True,True,True,True,True,True,54,54,3,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s20_w0_10_s20d_clean_seed0_job330371,tomato_sauce,20,0,True,True,True,True,True,True,81,81,3,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s22_w0_10_s20d_clean_seed0_job330373,tomato_sauce,22,0,True,True,True,True,True,True,64,64,8,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s23_w0_10_s20d_clean_seed0_job330374,tomato_sauce,23,0,True,True,True,True,True,True,141,69,2,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s24_w0_10_s20d_clean_seed0_job330375,tomato_sauce,24,0,True,True,True,True,True,True,234,39,35,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s25_w0_10_s20d_clean_seed0_job330376,tomato_sauce,25,0,True,True,True,True,True,False,-1,10,30,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_tomato_sauce_s26_w0_10_s20d_clean_seed0_job330377,tomato_sauce,26,0,True,True,True,True,True,True,56,56,2,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s28_w0_10_s20d_clean_seed0_job330379,tomato_sauce,28,0,True,True,True,True,True,True,68,61,9,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s29_w0_10_s20d_clean_seed0_job330380,tomato_sauce,29,0,True,True,True,True,True,True,44,44,7,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s31_w0_10_s20d_clean_seed0_job330382,tomato_sauce,31,0,True,True,True,True,True,True,109,60,9,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s32_w0_10_s20d_clean_seed0_job330383,tomato_sauce,32,0,True,True,True,True,True,True,72,72,3,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s33_w0_10_s20d_clean_seed0_job330384,tomato_sauce,33,0,True,True,True,True,True,False,-1,11,42,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_tomato_sauce_s34_w0_10_s20d_clean_seed0_job330385,tomato_sauce,34,0,True,True,True,True,True,True,186,137,7,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s35_w0_10_s20d_clean_seed0_job330386,tomato_sauce,35,0,True,True,True,True,True,True,60,60,2,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s36_w0_10_s20d_clean_seed0_job330387,tomato_sauce,36,0,True,True,True,True,True,True,67,65,7,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s38_w0_10_s20d_clean_seed0_job330389,tomato_sauce,38,0,True,True,True,True,True,False,-1,101,7,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_tomato_sauce_s39_w0_10_s20d_clean_seed0_job330390,tomato_sauce,39,0,True,True,True,True,True,True,158,75,7,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s40_w0_10_s20d_clean_seed0_job330391,tomato_sauce,40,0,True,True,True,True,True,True,64,64,8,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s41_w0_10_s20d_clean_seed0_job330392,tomato_sauce,41,0,True,True,True,True,True,True,64,64,2,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s42_w0_10_s20d_clean_seed0_job330393,tomato_sauce,42,0,True,True,True,True,True,True,59,59,2,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s45_w0_10_s20d_clean_seed0_job330396,tomato_sauce,45,0,True,True,True,True,True,False,-1,106,8,TEACHER_P_UNAVAILABLE,no_close_satisfies_teacher_p
trace_tomato_sauce_s46_w0_10_s20d_clean_seed0_job330397,tomato_sauce,46,0,True,True,True,True,True,True,57,57,3,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s47_w0_10_s20d_clean_seed0_job330398,tomato_sauce,47,0,True,True,True,True,True,True,74,74,6,ELIGIBLE_MULTI_CANDIDATE,
trace_tomato_sauce_s49_w0_10_s20d_clean_seed0_job330400,tomato_sauce,49,0,True,True,True,True,True,True,78,78,9,ELIGIBLE_MULTI_CANDIDATE,
