trace_id,task_key,state_id,grasp_privilege_valid,teacher_p_available,teacher_p_step,teacher_r_step,n_close_candidates,category
trace_tomato_sauce_s28_w0_10_s20d_clean_seed0_job330379,tomato_sauce,28,True,True,68,61,9,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s29_w0_10_s20d_clean_seed0_job330380,tomato_sauce,29,True,True,44,44,7,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s31_w0_10_s20d_clean_seed0_job330382,tomato_sauce,31,True,True,109,60,9,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s32_w0_10_s20d_clean_seed0_job330383,tomato_sauce,32,True,True,72,72,3,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s33_w0_10_s20d_clean_seed0_job330384,tomato_sauce,33,True,False,-1,11,42,TEACHER_P_UNAVAILABLE
trace_tomato_sauce_s34_w0_10_s20d_clean_seed0_job330385,tomato_sauce,34,True,True,186,137,7,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s35_w0_10_s20d_clean_seed0_job330386,tomato_sauce,35,True,True,60,60,2,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s36_w0_10_s20d_clean_seed0_job330387,tomato_sauce,36,True,True,67,65,7,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s38_w0_10_s20d_clean_seed0_job330389,tomato_sauce,38,True,False,-1,101,7,TEACHER_P_UNAVAILABLE
trace_tomato_sauce_s39_w0_10_s20d_clean_seed0_job330390,tomato_sauce,39,True,True,158,75,7,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s40_w0_10_s20d_clean_seed0_job330391,tomato_sauce,40,True,True,64,64,8,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s41_w0_10_s20d_clean_seed0_job330392,tomato_sauce,41,True,True,64,64,2,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s42_w0_10_s20d_clean_seed0_job330393,tomato_sauce,42,True,True,59,59,2,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s45_w0_10_s20d_clean_seed0_job330396,tomato_sauce,45,True,False,-1,106,8,TEACHER_P_UNAVAILABLE
trace_tomato_sauce_s46_w0_10_s20d_clean_seed0_job330397,tomato_sauce,46,True,True,57,57,3,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s47_w0_10_s20d_clean_seed0_job330398,tomato_sauce,47,True,True,74,74,6,ELIGIBLE_MULTI_CANDIDATE
trace_tomato_sauce_s49_w0_10_s20d_clean_seed0_job330400,tomato_sauce,49,True,True,78,78,9,ELIGIBLE_MULTI_CANDIDATE
